1/d4_angle_color020	2
1/d4_angle_color021	2
1/d4_angle_color022	2
1/d4_angle_color023	2
1/d4_angle_color024	2
1/d4_angle_color025	2
1/d4_angle_color026	2
1/d4_angle_color027	2
1/d4_angle_color028	2
1/d4_angle_color029	2
1/d4_angle_color030	2
1/d4_angle_color031	2
1/d4_angle_color032	drop
1/d4_angle_color032_jpg.rf.71f69aa5509d14f2d93c9e37211660c6	2
1/d4_angle_color032_jpg.rf.c7c81339f28e201bc343f875e6cf723f	2
1/d4_angle_color033	drop
1/d4_angle_color034	drop
1/d4_angle_color035	3
1/d4_angle_color036	3
1/d4_angle_color037	3
1/d4_angle_color039	3
1/d4_angle_color040	4
1/d4_angle_color041	4
1/d4_angle_color042	4
1/d4_angle_color043	4
1/d4_angle_color044	4
1/d4_angle_color045	4
1/d4_angle_color046	4
1/d4_angle_color047	3
1/d4_angle_color048	3
1/d4_angle_color049	3
1/d4_angle_color050	3
1/d4_angle_color051	3
1/d4_angle_color052	3
1/d4_angle_color053	3
1/d4_angle_color054	3
1/d4_angle_color055	3
1/d4_angle_color056	3
1/d4_angle_color057	3
1/d4_angle_color059	2
1/d4_angle_color060	2
1/d4_angle_color061	2
1/d4_angle_color062	2
1/d4_angle_color063	2
1/d4_angle_color064	2
1/d4_angle_color064_jpg.rf.62f31aa5288431d282aedda066fe1ae0	2
1/d4_angle_color064_jpg.rf.d1f6214d0739f42aa1aaa69de7c40f34	3
1/d4_angle_color065	2
1/d4_angle_color065_jpg.rf.67b9a41741bcceca7d02d478c4505700	2
1/d4_angle_color065_jpg.rf.81fb03a04735e00379d849c4cac441f7	3
1/d4_angle_color065_jpg.rf.b0ec37f2abf95128acfe4e97162acdeb	2
1/d4_angle_color066	2
1/d4_angle_color067	3
1/d4_angle_color067_jpg.rf.1a350fe80327294e36e99cca739c0a4c	3
1/d4_angle_color067_jpg.rf.de72cbdb716a6bbc8611dcd7f38bd244	3
1/d4_angle_color068	3
1/d4_wood0289_jpg.rf.05f0fec5409a5aa0af4bac8b8d366f6c	3
1/d4_wood0290_jpg.rf.6732bb8c314d2f1b4e645897446b55c8	4
1/d4_wood0322_jpg.rf.095ceefad592a916cc44c1620102589e	4
1/d4_wood1068_jpg.rf.cb64ea6a5ddbc8bf8980f4a79ef90d1a	4
12/d20_wood0346	15
12/d20_wood0347	15
12/d20_wood0348	15
12/d20_wood0349	15
12/d20_wood0350	15
12/d20_wood0351	15
12/d20_wood0352	15
12/d20_wood0354	15
12/d20_wood0355	15
13/IMG_4886	11
15/0a8140a4-d20_off-angle_0782_jpg.rf.af0d37ac1b1c32f2847b20ee1bb18759	12
15/d20_color779_jpg.rf.a90ee5b0667030690106e3e6ce48efdf	7
15/d20_color780_jpg.rf.bcfb4f35a6b19a2b0308cab9cb169239	7
15/d20_off-angle_0580	12
15/d20_off-angle_0581	12
15/d20_off-angle_0765_jpg.rf.effea939e7c9b8604c6fb54b6785e960	2
15/d20_off-angle_0777	12
15/d20_off-angle_0778	12
15/d20_off-angle_0779	12
15/d20_off-angle_0780	12
15/d20_off-angle_0781	12
15/d20_off-angle_0782	12
15/d20_off-angle_0783	12
15/d20_off-angle_0784	12
15/d20_off-angle_0785	12
15/d20_off-angle_0786	12
15/d20_off-angle_0787	12
15/d20_off-angle_0788	12
15/d20_off-angle_0789	12
15/d20_off-angle_0790	12
15/d20_off-angle_0791	12
15/d20_off-angle_0792	12
15/d20_off-angle_0793	12
15/d20_off-angle_0794	12
15/d20_off-angle_0794_jpg.rf.057835a447a81d54ee8e61add52e2204	12
15/d20_off-angle_0794_jpg.rf.cfd61f5743850afd627aa3c906db53fc	12
15/d20_off-angle_0795	12
15/d20_off-angle_0795_jpg.rf.663f0769e38e6bf04a3f9d8ef9f800dd	12
15/d20_off-angle_0796	12
15/d20_off-angle_0796_jpg.rf.b07c9cf47c1d1a971715dfce363ef4c6	12
15/d20_off-angle_0797	12
15/d20_off-angle_0798	12
15/d20_off-angle_0799	12
15/d20_off-angle_0800	12
15/d20_off-angle_0801	12
15/d20_off-angle_0826_jpg.rf.bd55cb5cb7b11528b8255d22afccf636	7
16/Pasted image (27)	8
2/d10_color438_jpg.rf.f4b16301919a0ff7acf4b3ce57c9d297	8
2/d4_angle_color131_jpg.rf.091ece4823b476d58ff3018b7f299146	drop
2/d4_color390	1
2/d4_color391	1
2/d4_color392	1
2/d4_color393	1
2/d4_color394	1
2/d4_color395	1
2/d4_color396	1
2/d4_color400	1
2/d4_color401	1
2/d4_color402	1
2/d4_color403	1
2/d4_color404	1
2/d4_color405	1
2/d4_color406	1
2/d4_color407	1
2/d4_color408	1
2/d4_color409	1
2/d4_color410	1
2/d4_color411	1
2/d4_color437_jpg.rf.fcaaabae638f9b9b2f84ae2ca3df66a6	4
2/d4_color463	4
2/d6_top_0243_jpg.rf.251b13ab0ca3fef655d5eb8d4a770d1e	drop
2/d6_top_0278_jpg.rf.9cdf095aa495e7dc1cab2e9e1629b1b8	drop
20/d20_off-angle_0263	2
20/d20_off-angle_0266	2
20/d20_off-angle_0267	2
20/d20_off-angle_0268	2
20/d20_off-angle_0269	2
20/d20_off-angle_0289	8
20/d20_off-angle_0290	8
20/d20_off-angle_0291	8
20/d20_off-angle_0292	8
20/d20_off-angle_0293	8
20/d20_off-angle_0294	8
20/d20_off-angle_0295	8
20/d20_off-angle_0296	8
20/d20_off-angle_0326	8
20/d20_off-angle_0327	8
20/d20_off-angle_0330	8
20/d20_off-angle_0364	2
20/d20_off-angle_0365	2
3/d20_wood0802_jpg.rf.06199690a169d29b4d6a91fbea524a1f	19
3/d20_wood0802_jpg.rf.41c5f61cfdaea746cd532e72e5cc2e83	19
3/d20_wood0803_jpg.rf.fb4fab8c530018af05598616f88c9fe4	19
3/d20_wood0838_jpg.rf.1720d37b6d63e114d88d12ef93919ba7	19
3/d4115	drop
3/d4116	drop
3/d4129	2
3/d4132	2
3/d4133	2
3/d4134	2
3/d4135	2
3/d4136	2
3/d4137	2
3/d4138	2
3/d4139	2
3/d4140	2
3/d4141	2
3/d4142	2
3/d4143	2
3/d4146	2
3/d4147	2
3/d4149	2
3/d4_angle_color232	1
3/d4_angle_color233	1
3/d4_angle_color234	1
3/d4_angle_color235	1
3/d4_angle_color236	1
3/d4_angle_color237	1
3/d4_angle_color238	1
3/d4_angle_color264	drop
3/d4_angle_color265	drop
3/d4_angle_color266	drop
3/d4_angle_color267	drop
3/d4_angle_color268	drop
3/d4_angle_color269	drop
3/d4_angle_color282	2
3/d4_angle_color308	1
3/d4_angle_color309	1
3/d4_angle_color310	1
3/d4_angle_color311	1
3/d4_angle_color312	1
3/d4_angle_color313	1
3/d4_angle_color314	1
3/d4_angle_color315	1
3/d4_color235	2
3/d4_color275	1
3/d4_color276	1
3/d4_color277	1
3/d4_wood0749	4
3/d4_wood0750	4
3/d4_wood0751	4
3/d4_wood0752	4
3/d4_wood0753	4
3/d4_wood0754	4
3/d4_wood0756	4
3/d4_wood0756_jpg.rf.2bfd86b3d48ca7cd9772742d681b4a86	4
3/d4_wood0757	4
3/d4_wood0758	4
3/d4_wood0758_jpg.rf.ec9b3ed9e188670f1e8023a59682dc48	4
3/d4_wood0759	4
3/d4_wood0759_jpg.rf.078e204c8bda759377af9fb9cfe5dd8a	4
3/d4_wood0759_jpg.rf.166489a17739848a9653eeb5c1ffa733	drop
3/d4_wood0760	4
3/d4_wood0761	4
3/d4_wood0762	4
3/d4_wood0763	4
3/d4_wood0764	4
3/d4_wood0765	4
3/d4_wood0766	4
3/d4_wood0767	4
3/d4_wood0768	4
3/d4_wood0769	4
3/d4_wood0771	4
3/d4_wood0772	4
3/d4_wood0773	4
3/d4_wood0774	4
3/d4_wood0775	4
3/d4_wood0776	4
3/d4_wood0777	4
3/d4_wood0778	4
3/d4_wood0779	4
3/d4_wood0780	4
3/d4_wood0788	4
3/d4_wood0788_jpg.rf.8146e9c882f0923bed3c451f4204012d	4
3/d4_wood0789	4
3/d4_wood0790	4
3/d4_wood0791	4
3/d4_wood0792	4
3/d4_wood0793	4
3/d4_wood0794	4
3/d4_wood0795	4
3/d4_wood0796	4
3/d4_wood0797	4
3/d4_wood0798	4
3/d4_wood0799	4
3/d4_wood0800	4
3/d4_wood0801	4
3/d4_wood0816	4
3/d6_top_0467_jpg.rf.da69a2a3c7831cb903689d84c1d0ffb9	drop
4/26f30ff1-d20_white_009_jpg.rf.10257781de3ded0be6afdf32c2c2a7a2	drop
4/4IMG_20240323_163913_1	3
4/IMG_4880	2
4/d10_top385_jpg.rf.8afbb71875021b2848702238fccb2000	drop
4/d4_wood0000	2
4/d4_wood0001	2
4/d4_wood0002	2
4/d4_wood0003	2
4/d4_wood0004	2
4/d4_wood0005	2
4/d4_wood0005_jpg.rf.93ff6248b4abfe712e9c15d232be26c5	3
4/d4_wood0005_jpg.rf.9e42b5665cd7c19d04ddf2cbd082f457	2
4/d4_wood0006	2
4/d4_wood0007	2
4/d4_wood0008	2
4/d4_wood0009	2
4/d4_wood0010	2
4/d4_wood0011	2
4/d4_wood0012	2
4/d4_wood0013	2
4/d4_wood0014	3
4/d4_wood0015	3
4/d4_wood0016	3
4/d4_wood0017	3
4/d4_wood0018	3
4/d4_wood0019	3
4/d4_wood0020	3
4/d4_wood0021	3
4/d4_wood0022	3
4/d4_wood0023	2
4/d4_wood0024	3
4/d4_wood0025	3
4/d4_wood0026	3
4/d4_wood0027	2
4/d4_wood0028	3
4/d4_wood0029	3
4/d4_wood0030	3
4/d4_wood0031	3
4/d4_wood0032	3
4/d4_wood0033	2
4/d4_wood0034	3
4/d4_wood0035	3
4/d4_wood0036	3
4/d4_wood0037	3
4/d4_wood0038	2
4/d4_wood0039	2
4/d4_wood0040	2
4/d4_wood0041	2
4/d4_wood0042	2
4/d4_wood0043	2
4/d4_wood0044	2
4/d4_wood0045	2
4/d4_wood0046	2
4/d4_wood0047	2
4/d4_wood0048	2
4/d4_wood0049	2
4/d4_wood0050	2
4/d4_wood0051	2
4/d4_wood0052	3
4/d4_wood0053	2
4/d4_wood0067	2
4/d4_wood0068	2
4/d4_wood0069	2
4/d4_wood0070	2
4/d4_wood0071	2
4/d4_wood0072	2
4/d4_wood0073	3
4/d4_wood0074	3
4/d4_wood0075	3
4/d4_wood0076	3
4/d4_wood0077	3
4/d4_wood0078	3
4/d4_wood0079	3
4/d4_wood0080	3
4/d4_wood0081	3
4/d4_wood0082	3
4/d4_wood0083	3
4/d4_wood0084	3
4/d4_wood0085	3
4/d4_wood0086	2
4/d4_wood0087	2
4/d4_wood0088	2
4/d4_wood0089	2
4/d4_wood0090	2
4/d4_wood0091	2
4/d4_wood0092	3
4/d4_wood0093	3
4/d4_wood0094	3
4/d4_wood0095	3
4/d4_wood0096	2
4/d4_wood0097	2
4/d4_wood0098	2
4/d4_wood0099	3
4/d4_wood0100	3
4/d4_wood0101	3
4/d4_wood0858	2
4/d4_wood0859	2
4/d4_wood0860	2
4/d4_wood0861	2
4/d4_wood0862	2
4/d4_wood0863	2
4/d4_wood0864	2
4/d4_wood0865	2
4/d4_wood0866	2
4/d4_wood0867	2
4/d4_wood0868	2
4/d4_wood0869	2
4/d4_wood0870	2
4/d4_wood0871	2
4/d4_wood0872	2
4/d4_wood0873	2
4/d4_wood0874	2
4/d4_wood0875	2
4/d4_wood0876	2
4/d4_wood0877	2
4/d4_wood0878	2
4/d4_wood0879	2
4/d4_wood0880	2
4/d4_wood0881	2
4/d4_wood0908	2
4/d4_wood0909	2
4/d4_wood0910	2
4/d4_wood0911	2
4/d4_wood0912	2
4/d4_wood0913	2
4/d4_wood0914	2
4/d4_wood0915	2
4/d4_wood0916	2
4/d4_wood0917	2
4/d4_wood0918	2
4/d4_wood0919	2
4/d4_wood0920	2
4/d4_wood0921	2
4/d4_wood0922	2
4/d4_wood0923	2
4/d4_wood0924	2
4/d4_wood0925	2
4/d4_wood0926	2
4/d4_wood0927	2
4/d4_wood0928	2
4/d4_wood0929	2
4/d4_wood0930	2
4/d4_wood0931	2
4/d4_wood0932	2
4/d4_wood0933	2
4/d4_wood0934	2
4/d4_wood0935	2
4/d4_wood0936	2
4/d4_wood0937	2
4/d4_wood0938	2
4/d4_wood0939	2
4/d4_wood0940	2
4/d4_wood0941	2
4/d4_wood0942	2
4/d4_wood0943	2
4/d4_wood0944	2
4/d4_wood0945	2
4/d4_wood0946	2
4/d4_wood0947	2
4/d4_wood0948	2
4/d4_wood0949	2
4/d4_wood0950	2
4/d4_wood0951	2
4/d4_wood0952	2
4/d4_wood0953	2
4/d4_wood0954	2
4/d4_wood0955	2
4/d4_wood0956	2
4/d4_wood0957	2
4/d4_wood0958	2
4/d4_wood0959	2
4/d4_wood0960	2
4/d4_wood0961	2
4/d4_wood0962	2
4/d4_wood0963	2
4/d4_wood0964	2
4/d4_wood0965	2
4/d4_wood0966	2
4/d4_wood0967	2
4/d4_wood0968	2
4/d4_wood0969	2
4/d4_wood0970	2
4/d4_wood0971	2
4/d4_wood0971_jpg.rf.6ac8ed085afa7f84cb8dcfc43830578d	2
4/d4_wood0972	2
4/d4_wood0973	2
4/d4_wood0973_jpg.rf.be15da4dfa38ca4d2e0bc7b35a1ff51c	2
4/d4_wood0974	2
4/d4_wood0975	2
4/d4_wood0976	2
4/d4_wood0977	2
4/d4_wood0978	2
4/d4_wood0979	2
4/d4_wood0980	2
4/d4_wood0981	2
4/d4_wood0982	2
4/d4_wood0984	2
4/d4_wood0985	2
4/d4_wood0986	2
4/d4_wood0987	2
4/d4_wood0988	2
4/d4_wood0989	2
4/d4_wood0990	2
4/d4_wood0991	2
4/d4_wood0992	2
4/d4_wood0993	2
4/d4_wood0994	2
5/IMG_4904	15
5/d10_color085_jpg.rf.4cbebe9df2f64bf9068964a57c114236	drop
5/d20_off-angle_0475_jpg.rf.e0c75c1deb7a339d23d76ffca471ca14	15
5/d20_off-angle_0476_jpg.rf.a783de77b7bf651241b934376bcbec7e	15
5/d20_off-angle_0570_jpg.rf.a5c3e91f550102e45d0581f997ea19db	15
5/d20_wood1144_jpg.rf.2eb0a2a34de72fbfe4aaf80925b4db4e	13
5/d6_45angle_0638_jpg.rf.e49f1cbc954b0f1b1a9f9d62b6b4fd40	1
7/IMG_4890	5
7/IMG_4895	drop
8/8img3	20
9/d10_wood0309_jpg.rf.ec53ec71d61e0982e21635e15cbcc33b	drop
9/d12_top000	6
9/d12_top001	6
9/d12_top002	6
9/d12_top003	6
9/d12_top004	6
9/d12_top005	6
9/d12_top006	6
9/d12_top008	6
9/d12_top009	6
9/d12_top010	6
9/d12_top011	6
9/d12_top012	6
9/d12_top013	6
9/d12_top014	6
9/d12_top016	6
9/d12_top017	6
9/d12_top018	6
9/d12_top019	6
9/d12_top020	6
9/d12_top021	6
9/d12_top022	6
9/d12_top024	6
9/d12_top025	6
9/d12_top026	6
9/d12_top027	6
9/d12_top028	6
9/d12_top029	6
9/d12_top030	6
9/d12_top032	6
9/d12_top033	6
9/d12_top034	6
9/d12_top035	6
9/d12_top036	6
9/d12_top037	6
9/d12_top038	6
9/d12_top040	6
9/d12_top041	6
9/d12_top042	6
9/d12_top043	6
9/d12_top044	6
9/d12_top045	6
9/d12_top046	6
9/d12_top048	6
9/d12_top049	6
9/d12_top050	6
9/d12_top051	6
9/d12_top052	6
9/d12_top053	6
9/d12_top054	6
9/d12_top056	6
9/d12_top057	6
9/d12_top058	6
9/d12_top059	6
9/d12_top060	6
9/d12_top061	6
9/d12_top062	6
9/d12_top064	6
9/d12_top065	6
9/d12_top066	6
9/d12_top067	6
9/d12_top068	6
9/d12_top069	6
9/d12_top070	6
9/d20_wood0496_jpg.rf.b21ba83db373c6ea8861938409913ae7	drop
9/d20_wood0497_jpg.rf.0dfb8af3112e3d26de62c8457e9a4a6b	drop
9/d20_wood0498_jpg.rf.2cbf6f406dea8b87dc8d71219941845f	drop
9/d20_wood0498_jpg.rf.2efac8a6a22103d67ce6dc27a26ea3f3	drop
9/d20_wood0499_jpg.rf.6f1c2bf47700174617011f8fe18872c7	drop
9/d20_wood0499_jpg.rf.d9ae55b0f6b720446b9aa3a065836034	drop
9/d20_wood0508	11
9/d20_wood0510	11
9/d20_wood0511	11
9/d20_wood0512	11
9/d20_wood0513	11
9/d20_wood0514	11
9/d20_wood0515	11
9/d20_wood0516	11
9/d20_wood0517	11
9/d20_wood0518	11
9/d20_wood0519	11
9/d20_wood0520	11
9/d20_wood0521	11
9/d20_wood0522	11
9/d20_wood0523	11
9/d20_wood0524	11
9/d20_wood0525	11
9/d20_wood0526	11
9/d20_wood0527	11
9/d20_wood0528	11
9/d20_wood0528_jpg.rf.c372b16d87090bfa30c75b97569da2f6	drop
9/d20_wood0529	11
9/d20_wood0529_jpg.rf.9eb33faacc02042dddc1c2b816a7c361	drop
9/d20_wood0530	11
9/d20_wood0531	11
9/d20_wood0532	11
9/d20_wood0533	11
9/d20_wood0534	11
9/d20_wood0535	11
9/d20_wood0536	11
9/d20_wood0537	11
9/d20_wood0538	11
9/d20_wood0539	11
9/d20_wood0540	11
9/d20_wood0541	11
9/d20_wood0542	11
9/d20_wood0543	11
9/d20_wood0544	11
9/d20_wood0545	11
9/d20_wood0546	11
9/d20_wood0547	11
9/d20_wood0548	11
9/d20_wood0549	11
9/d20_wood0550	11
9/d20_wood0551	11
9/d20_wood0552	11
9/d20_wood0553	11
9/d20_wood0554	11
9/d20_wood0555	11
9/d20_wood0556	11
9/d20_wood0557	11
9/d20_wood0558	11
9/d20_wood0559	11
9/d20_wood0560	11
9/d20_wood0560_jpg.rf.771069086db4f2977d48506b3e3eb7ac	drop
9/d20_wood0561_jpg.rf.2249b0924e2c370272bc1465850136f3	drop
9/d20_wood0561_jpg.rf.2d9c26cb03b535b43dcd328a4a73618c	drop
9/d20_wood0563_jpg.rf.6118db678aac779c16d4e2bb6d6ed513	drop
9/d20_wood0563_jpg.rf.6bb33c45cb986ee0754f9fce04e72178	drop
9/d20_wood0563_jpg.rf.80b1b3b1d04088161986adfd54eaaca5	drop
9/d20_wood0593_jpg.rf.0e3149dff748ec22d4773c985a633654	drop
9/d20_wood0593_jpg.rf.2b0c1a8d4ff46ad1b6472153589456de	drop
9/d20_wood0595_jpg.rf.405261d003c4f46f4205e89573b9dc28	drop
9/d20_wood0596	drop
9/d20_wood0597	drop
